type,id,project_id,submitter_id,aliquot_container,clinical_or_contrived,hours_to_freezer_lower,hours_to_freezer_upper,preservation_method,storage_temperature,aliquot_quantity,aliquot_volume,contrivance_method,methanol_added,samples.id#1,samples.submitter_id#1
aliquot,9c8c9d11-ef4f-4653-b0c4-afa859020cbd,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-13b,Vial,Clinical,0,336,Frozen,-80,1,3,,,471d3750-6085-4d52-8ada-fdd8a0357014,sample-MSKCC_P0002_T1_ND-13b
aliquot,dd4cdf7d-0199-4fe3-8489-826712e24640,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-14a,Vial,Clinical,0,336,Frozen,-80,,,,,ff67a519-0230-4626-9753-744320154c55,sample-MSKCC_P0002_T1_ND-14a
aliquot,5ced8bca-2951-414e-8aca-9a2f34b0b9f3,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-14b,Vial,Clinical,0,336,Frozen,-80,1,3,,,a8802623-2a6d-44ae-b806-e8571eb4a50d,sample-MSKCC_P0002_T1_ND-14b
aliquot,bd46aa81-65d6-4df0-b644-a33f421ac5c6,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-14c,Vial,Clinical,0,336,Frozen,-80,,,,,30a38401-d409-4706-9503-e513fea2b068,sample-MSKCC_P0002_T1_ND-14c
aliquot,0a32bf89-3020-428d-8547-4d5cb76bffae,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-14d,Vial,Clinical,0,336,Frozen,-80,1,3,,,b0ec6e01-e5dc-4105-a80c-3e6b3ad16e5a,sample-MSKCC_P0002_T1_ND-14d
aliquot,d3bec9dd-0ebb-4d53-9438-a76e1cd0a48f,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-15a,Vial,Clinical,0,336,Frozen,-80,,,,,1987d988-6eef-4fa8-bcd4-b91b04e94928,sample-MSKCC_P0002_T1_ND-15a
aliquot,3d44abef-9f0d-4849-9b7c-e0163decb469,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-15b,Vial,Clinical,0,336,Frozen,-80,1,3,,,c0bb7803-8c78-46c4-a5be-2e44fc79e135,sample-MSKCC_P0002_T1_ND-15b
aliquot,29801d94-d310-4aed-867f-194df22f5195,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-16a,Vial,Clinical,0,336,Frozen,-80,,,,,4caace03-c329-460b-b857-59d0c00efadd,sample-MSKCC_P0002_T1_ND-16a
aliquot,055e15cd-c57b-4f52-bf43-3e5bc0a80895,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-16b,Vial,Clinical,0,336,Frozen,-80,1,3,,,d9799d62-a9b9-43f4-a4d9-757380dd3fdc,sample-MSKCC_P0002_T1_ND-16b
aliquot,f963afec-adfa-4f6a-8563-3ce3cffa3c4f,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-16c,Vial,Clinical,0,336,Frozen,-80,1,6,,,f570a8ea-bfa9-45fd-ab8f-5b5a3b24415a,sample-MSKCC_P0002_T1_ND-16c
aliquot,8cd63656-556b-4297-bf74-4a0152c6e157,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-17a,Vial,Clinical,0,336,Frozen,-80,1,3,,,8badcf46-875e-4ec6-ae05-12ac8e7a2237,sample-MSKCC_P0002_T1_ND-17a
aliquot,27f417e5-6f95-4c50-a445-d8e4b1060eec,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-18a,Vial,Clinical,0,336,Frozen,-80,,,,,5870fc89-8d43-41d7-b51c-52d17f1489e5,sample-MSKCC_P0002_T1_ND-18a
aliquot,33b884e8-4329-4ab5-a678-ddffbb811948,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-18b,Vial,Clinical,0,336,Frozen,-80,1,2.8,,,ee9f4890-fb26-41e0-8017-eedb844df74a,sample-MSKCC_P0002_T1_ND-18b
aliquot,6f7dd66e-6e72-4f32-9e1b-d54b837fc825,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-19a,Vial,Clinical,0,336,Frozen,-80,1,6,,,49d6464f-cd06-49f8-ab27-43fba93220bf,sample-MSKCC_P0002_T1_ND-19a
aliquot,3f8b5569-baa5-4bdf-a0fe-1248923f3724,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-20a,Vial,Clinical,0,336,Frozen,-80,1,6,,,9370dcb8-a8a1-4782-bba8-c51db2fe9780,sample-MSKCC_P0002_T1_ND-20a
aliquot,a4b927f8-cb29-4ca8-b3dc-29719cd9d6ff,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-21a,Vial,Clinical,0,336,Frozen,-80,1,6,,,42b763d3-ef2e-4a77-8b77-75a18e7a08d0,sample-MSKCC_P0002_T1_ND-21a
aliquot,764e3914-0560-4bb8-8a12-465a72395b3d,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-22a,Vial,Clinical,0,336,Frozen,-80,1,6,,,787cd79f-1b72-4e1d-8206-1b4942a849bf,sample-MSKCC_P0002_T1_ND-22a
aliquot,a3277661-46a9-4526-8d40-241f7363d645,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-23a,Vial,Clinical,0,336,Frozen,-80,,,,,9026e5c7-ff26-40ea-b3f4-a1071496c6b7,sample-MSKCC_P0002_T1_ND-23a
aliquot,08f08ee1-73d7-456a-9441-278c90b5d967,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-23b,Vial,Clinical,0,336,Frozen,-80,1,3,,,4ba5dbb2-c961-43c1-b69c-56047cdffa10,sample-MSKCC_P0002_T1_ND-23b
aliquot,aa214783-8fe4-4bdd-b27f-dbc10b3f3ca2,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-23c,Vial,Clinical,0,336,Frozen,-80,1,7,,,1e1521d7-661b-4e05-9ef4-5c6407e2e25c,sample-MSKCC_P0002_T1_ND-23c
aliquot,6dc1a308-68f9-47ce-9d8e-b66fed9fef8a,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-24a,Vial,Clinical,0,336,Frozen,-80,1,6,,,adcbc6a6-1117-4092-9f8f-67c7f73adb7c,sample-MSKCC_P0002_T1_ND-24a
aliquot,6fdd2e8a-358d-48d8-b1d3-cd9b0b1f4fa1,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-25a,Vial,Clinical,0,336,Frozen,-80,,,,,bf8fd804-681d-43fe-9618-a5b684e357cb,sample-MSKCC_P0002_T1_ND-25a
aliquot,8c86cf3e-32e6-4a65-b6ae-7a096c8291d4,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-25b,Vial,Clinical,0,336,Frozen,-80,1,3,,,32b13323-6727-4f41-b7ff-91379cfd6b45,sample-MSKCC_P0002_T1_ND-25b
aliquot,db4f4af0-2490-4f03-b178-0d5e5949156c,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-25c,Vial,Clinical,0,336,Frozen,-80,,,,,806bb256-70dc-44bf-9db7-1230c6c7c3d8,sample-MSKCC_P0002_T1_ND-25c
aliquot,7d172e0b-1402-4eab-879b-9968d12dcb39,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-25d,Vial,Clinical,0,336,Frozen,-80,1,3,,,90d83748-54ec-4f17-be98-ca1a6d049586,sample-MSKCC_P0002_T1_ND-25d
aliquot,9c186595-cb6e-49be-98c3-727927171a66,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-26a,Vial,Clinical,0,336,Frozen,-80,1,3,,,22a5e772-d573-4825-a744-809243ad4a0d,sample-MSKCC_P0002_T1_ND-26a
aliquot,6e6fdfad-b26b-4ff9-a6f6-043e3e7d5cd4,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-26b,Vial,Clinical,0,336,Frozen,-80,1,3,,,2e7f72dc-aac8-49cd-8b56-40f2b8e56a54,sample-MSKCC_P0002_T1_ND-26b
aliquot,63642ab4-6643-4a19-9da1-e284b83ef017,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-27b,Vial,Clinical,0,336,Frozen,-80,1,3,,,962d1b6a-6e69-468d-9002-c6a274c87a11,sample-MSKCC_P0002_T1_ND-27b
aliquot,4c6d0e7a-eec9-4124-8eef-a874e26660ef,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-28a,Vial,Clinical,0,336,Frozen,-80,,,,,574a3cac-7436-4dc4-bdf9-080691e2394b,sample-MSKCC_P0002_T1_ND-28a
aliquot,ecc8494b-6f33-4bc6-b412-797bb0f495f1,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-28b,Vial,Clinical,0,336,Frozen,-80,1,3,,,4ef726a7-9633-42f7-8d06-4c530e0ca758,sample-MSKCC_P0002_T1_ND-28b
aliquot,191be23a-12fa-43a3-8a07-bb092230be94,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-29a,Vial,Clinical,0,336,Frozen,-80,,,,,fb28882c-0faf-4be6-8190-9eaea31ab2cf,sample-MSKCC_P0002_T1_ND-29a
aliquot,79d348f2-ae26-4d88-a294-ad8fa84cfbe1,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-29b,Vial,Clinical,0,336,Frozen,-80,1,3,,,c7f6a11b-c9f2-4ec6-afbd-4eec761646f3,sample-MSKCC_P0002_T1_ND-29b
aliquot,44829ffb-974b-4b67-b717-8ded062f3efb,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-30a,Vial,Clinical,0,336,Frozen,-80,1,3,,,6a07108d-dd43-4ef3-95c8-affef3088428,sample-MSKCC_P0002_T1_ND-30a
aliquot,7cc779b6-a960-40d5-bbb5-ce05ab25090c,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-30b,Vial,Clinical,0,336,Frozen,-80,1,3,,,54da0582-6ed5-45d8-8aaa-1b09f6d529f3,sample-MSKCC_P0002_T1_ND-30b
aliquot,641e2733-fb98-4097-b65f-c8ef344ad7b2,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-31a,Vial,Clinical,0,336,Frozen,-80,1,3,,,ba4d9828-9a29-4f6a-9ef2-f3345c2e1f46,sample-MSKCC_P0002_T1_ND-31a
aliquot,01367903-190a-4be3-83ce-cca62927936c,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-32a,Vial,Clinical,0,336,Frozen,-80,1,6,,,0b181a10-2ea5-4c00-ad7d-a7e7cf0fb893,sample-MSKCC_P0002_T1_ND-32a
aliquot,7a49b289-dd27-4fd4-9c92-ca9c63c63d6f,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-33a,Vial,Clinical,0,336,Frozen,-80,1,6,,,7aaeb205-2c29-4673-8123-d0e1cf45b9d2,sample-MSKCC_P0002_T1_ND-33a
aliquot,88204cfe-cff9-467f-b690-241135e0b93c,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-34a,Vial,Clinical,0,336,Frozen,-80,,,,,ee79300b-a5a0-4a44-8ac6-639fed91848d,sample-MSKCC_P0002_T1_ND-34a
aliquot,545e7147-616b-4dac-8400-e694c95a2b06,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-34b,Vial,Clinical,0,336,Frozen,-80,1,3,,,56535ce9-b7b4-49ec-8d78-1a8a499f40bf,sample-MSKCC_P0002_T1_ND-34b
aliquot,47ba7102-5e5d-449e-b8d0-7ce56db740bc,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-35a,Vial,Clinical,0,336,Frozen,-80,,,,,c10b4d9a-b9ec-46f4-8f4d-e15e3dc038fc,sample-MSKCC_P0002_T1_ND-35a
aliquot,edcfc5a2-dc36-447e-9f81-19ee3f45d5d0,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-35b,Vial,Clinical,0,336,Frozen,-80,1,3,,,1ddf5922-43dc-409a-8063-4588b2b26d2a,sample-MSKCC_P0002_T1_ND-35b
aliquot,1d8a4f09-b061-4cf8-af24-355e98a9edba,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-36a,Vial,Clinical,0,336,Frozen,-80,,,,,86da1c20-dff3-4f55-bec2-266ced19978c,sample-MSKCC_P0002_T1_ND-36a
aliquot,2c3ee6dc-a819-48da-bca7-42de257e2358,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-36b,Vial,Clinical,0,336,Frozen,-80,1,3,,,cc6f4ab0-9615-4a52-99f7-082506021bc7,sample-MSKCC_P0002_T1_ND-36b
aliquot,8bdb610f-8731-4259-9d0c-e3716e398e4a,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-37a,Vial,Clinical,0,336,Frozen,-80,1,6,,,0940f319-ee11-4e85-a046-77a32bedf7f2,sample-MSKCC_P0002_T1_ND-37a
aliquot,aa09760d-2c95-47a5-8bdf-22b149ae9347,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-38a,Vial,Clinical,0,336,Frozen,-80,1,7,,,67ba7899-58f0-4946-926a-dbfbd6b1cf4c,sample-MSKCC_P0002_T1_ND-38a
aliquot,6e96604b-6d4c-49f6-b3be-c6f64f6dfa1d,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-39a,Vial,Clinical,0,336,Frozen,-80,1,6,,,0a3079c5-4ff1-4c6e-b808-5405c7edfb1c,sample-MSKCC_P0002_T1_ND-39a
aliquot,92600c8e-08ef-40c2-8ace-d326005139fc,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-40a,Vial,Clinical,0,336,Frozen,-80,1,6,,,a1bc2320-77db-42b4-abf2-7a1ff67811b1,sample-MSKCC_P0002_T1_ND-40a
aliquot,42678189-dc31-4e93-a1a5-0812d0b7ba4b,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-41a,Vial,Clinical,0,336,Frozen,-80,1,6,,,79cdefc3-7aa6-4045-b4d1-417764eb7b43,sample-MSKCC_P0002_T1_ND-41a
aliquot,17be86be-1304-4a0a-bd4b-816c7a3054b0,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-42b,Vial,Clinical,0,336,Frozen,-80,1,3,,,e1316556-4d71-4410-8452-e088c1929a42,sample-MSKCC_P0002_T1_ND-42b
aliquot,33582107-c3a7-4f53-8367-a36760af4b98,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-42c,Vial,Clinical,0,336,Frozen,-80,1,3,,,f2924956-87e6-4f0f-9ed3-c3327c9438d0,sample-MSKCC_P0002_T1_ND-42c
aliquot,45e213de-5724-4688-950f-c94c2c4d347f,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-43a,Vial,Clinical,0,336,Frozen,-80,,,,,e6a2b838-d872-4788-9b55-01a1e4e1c18f,sample-MSKCC_P0002_T1_ND-43a
aliquot,d9b8b7d2-8790-4417-8f89-fa0f8c8b67b6,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-43b,Vial,Clinical,0,336,Frozen,-80,1,3,,,234c44cf-c87c-48da-aca1-5589245fc7b9,sample-MSKCC_P0002_T1_ND-43b
aliquot,0a412110-f3ba-459a-8224-3807ec47095f,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-44a,Vial,Clinical,0,336,Frozen,-80,1,3,,,d8577a64-fb0a-43dc-9423-419cc286dbcb,sample-MSKCC_P0002_T1_ND-44a
aliquot,2638a28c-85ab-4cc1-b885-09063aa2bc5c,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-45a,Vial,Clinical,0,336,Frozen,-80,1,3,,,14286fb9-ee99-4a77-8f45-8cfa0490afbd,sample-MSKCC_P0002_T1_ND-45a
aliquot,d0be761e-fcc9-4523-9d58-15ed74a7e083,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-45b,Vial,Clinical,0,336,Frozen,-80,1,3,,,ade490bc-93dd-45df-89d9-111abe00cdbd,sample-MSKCC_P0002_T1_ND-45b
aliquot,287bfb11-3ee8-486b-b671-42140d1a01aa,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-46a,Vial,Clinical,0,336,Frozen,-80,,,,,1ea4c0f3-40fe-4522-b3dd-d54dcbed3ba6,sample-MSKCC_P0002_T1_ND-46a
aliquot,e15204e9-a4c0-4498-bdf5-378e2a5145ee,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-46b,Vial,Clinical,0,336,Frozen,-80,1,3,,,3868cfcc-6ba4-4cb4-8f7e-6ac731a4cfc9,sample-MSKCC_P0002_T1_ND-46b
aliquot,a2016069-71ec-435f-bf61-faf77f46dc8a,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-47a,Vial,Clinical,0,336,Frozen,-80,,,,,1fc22987-dd5f-47b2-af6e-7b221aced920,sample-MSKCC_P0002_T1_ND-47a
aliquot,4967da44-78ad-4074-9e44-3d79f97e482f,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-47b,Vial,Clinical,0,336,Frozen,-80,1,3,,,606fe58e-c8ed-4562-bf19-b2ff5e21371c,sample-MSKCC_P0002_T1_ND-47b
aliquot,4221b53f-417a-4bd3-a038-a4d4e83a17cd,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-48a,Vial,Clinical,0,336,Frozen,-80,1,3,,,471f518f-13f0-4770-bc53-a4286ab1aa30,sample-MSKCC_P0002_T1_ND-48a
aliquot,b310eba8-c6d2-435f-8b38-9d58c7f1ebdd,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-49a,Vial,Clinical,0,336,Frozen,-80,1,6,,,1d99cf78-a823-46a8-bac0-b9684776a6f2,sample-MSKCC_P0002_T1_ND-49a
aliquot,e3e8ced3-b73a-44d7-8f95-ba0ddb5c6f35,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-50a,Vial,Clinical,0,336,Frozen,-80,1,3,,,50693ca2-24e4-4f76-885a-e5cb0c475a6f,sample-MSKCC_P0002_T1_ND-50a
aliquot,7d705acc-238a-4d46-9786-042da7e24a77,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-51a,Vial,Clinical,0,336,Frozen,-80,,,,,ce8c3ec8-f683-4617-a195-b47906db0243,sample-MSKCC_P0002_T1_ND-51a
aliquot,3fb23e74-c77a-4bf4-ad88-44399a2a60eb,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-51b,Vial,Clinical,0,336,Frozen,-80,1,7,,,ed8c9f17-56ba-4da7-905a-24cd17361efe,sample-MSKCC_P0002_T1_ND-51b
aliquot,3947ad7e-740e-4115-be76-76686cda46e8,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-52a,Vial,Clinical,0,336,Frozen,-80,,,,,47363189-c6bc-4bee-a07c-6d5ed89b75ff,sample-MSKCC_P0002_T1_ND-52a
aliquot,742f3e69-81d0-4dbe-9c59-146087c584e7,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-52b,Vial,Clinical,0,336,Frozen,-80,1,3,,,25b11c98-2254-4fb5-8fb3-fe43e05639de,sample-MSKCC_P0002_T1_ND-52b
aliquot,0dbeb512-0aa1-40e1-b0eb-15149a0b4151,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-53a,Vial,Clinical,0,336,Frozen,-80,,,,,2ca624e0-d93c-4204-a962-148f7bd56a21,sample-MSKCC_P0002_T1_ND-53a
aliquot,22e46129-a275-43cb-bdb7-58504d6e499d,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-53b,Vial,Clinical,0,336,Frozen,-80,1,3,,,8cb29767-4765-4cc7-b801-a906536b89ad,sample-MSKCC_P0002_T1_ND-53b
aliquot,d7c14db4-e83f-4838-a879-f4a0587a6f63,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-54a,Vial,Clinical,0,336,Frozen,-80,,,,,c0d93f01-9577-41e3-9f20-061a49cff9b0,sample-MSKCC_P0002_T1_ND-54a
aliquot,6e99e848-4424-48b1-91c6-81d8cd36a2fc,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-54b,Vial,Clinical,0,336,Frozen,-80,1,3,,,322b5e2a-ea56-433b-bffe-b59568a508cf,sample-MSKCC_P0002_T1_ND-54b
aliquot,fb678a2f-6e27-426f-a09b-c6230358af09,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-55a,Vial,Clinical,0,336,Frozen,-80,1,7,,,0f1adbb5-c8a9-457b-8e95-8c5c6da6ab20,sample-MSKCC_P0002_T1_ND-55a
aliquot,fd1d9232-822e-4738-81f9-a2b56f5bccaf,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-56a,Vial,Clinical,0,336,Frozen,-80,1,6,,,a9e80b04-adc4-462b-a0e0-cb2bc261b4ec,sample-MSKCC_P0002_T1_ND-56a
aliquot,68410eba-95b5-446c-a286-7379e4989a60,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-57a,Vial,Clinical,0,336,Frozen,-80,1,6,,,bf79cfdd-3176-4694-8503-96176c207ffd,sample-MSKCC_P0002_T1_ND-57a
aliquot,39d99633-ed0c-4a1d-ad65-60ab6d1809e3,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-58a,Vial,Clinical,0,336,Frozen,-80,1,6,,,9739ecd9-32a9-4ee7-8ab6-0e7d00e4570e,sample-MSKCC_P0002_T1_ND-58a
aliquot,aebf9400-f594-4f9c-b4b6-fb8cfe10b9fe,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-59a,Vial,Clinical,0,336,Frozen,-80,,,,,97600abb-5e0c-484c-bfc7-c42638ff07d5,sample-MSKCC_P0002_T1_ND-59a
aliquot,fea0c412-c531-4244-9996-b05e3d5be5e2,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-59b,Vial,Clinical,0,336,Frozen,-80,1,3,,,4ef67acc-8c13-4b98-a8b0-6651b740b2d1,sample-MSKCC_P0002_T1_ND-59b
aliquot,a117b66b-4ffb-4f03-8b92-39a0a882157c,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-60a,Vial,Clinical,0,336,Frozen,-80,,,,,d740399f-7cbe-4331-a370-94f1b8fdbc2c,sample-MSKCC_P0002_T1_ND-60a
aliquot,9a0f3e09-94bf-45d4-b233-f2413d407921,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-60b,Vial,Clinical,0,336,Frozen,-80,1,3,,,3a438936-d57e-4a27-aa69-f68f587a8438,sample-MSKCC_P0002_T1_ND-60b
aliquot,165112f0-3eca-4cf4-a670-97be991a9c12,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-61a,Vial,Clinical,0,336,Frozen,-80,,,,,51ab396b-4fad-4b78-8a92-228c6c416868,sample-MSKCC_P0002_T1_ND-61a
aliquot,ec06c64b-3208-4a98-9716-3d6d904228cc,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-61b,Vial,Clinical,0,336,Frozen,-80,1,3,,,1de2abff-fc71-4def-8f66-7429c3c4114d,sample-MSKCC_P0002_T1_ND-61b
aliquot,48f41151-a85e-476c-9fcb-fca58dd6ab39,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-62a,Vial,Clinical,0,336,Frozen,-80,1,3,,,3844e322-6357-4d1f-b0d7-48b0fbfd7d36,sample-MSKCC_P0002_T1_ND-62a
aliquot,ec9d9f80-b2c8-493b-a6e5-a43d4ec3b604,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-62b,Vial,Clinical,0,336,Frozen,-80,1,3,,,e342aa3a-ec76-4ea6-9809-b3bdffdeca9e,sample-MSKCC_P0002_T1_ND-62b
aliquot,b523d3c2-a76a-49df-9161-3000c485a5be,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-63a,Vial,Clinical,0,336,Frozen,-80,,,,,9e1e7584-c1bc-4acf-9364-098e32b1cdc5,sample-MSKCC_P0002_T1_ND-63a
aliquot,f8506dee-92db-4936-83ff-2f0a3d8a8c24,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-63b,Vial,Clinical,0,336,Frozen,-80,1,3,,,ecc70e4d-9eb6-4a51-9065-36dcd472aca2,sample-MSKCC_P0002_T1_ND-63b
aliquot,06657b77-7fc9-428d-b34b-cbba89268fd1,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-64a,Vial,Clinical,0,336,Frozen,-80,1,3,,,069e6575-5f9c-44f4-af88-7ff969ca0f79,sample-MSKCC_P0002_T1_ND-64a
aliquot,c535f081-d08a-491f-aa4e-bf0e4b3a1e6b,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-65a,Vial,Clinical,0,336,Frozen,-80,1,3,,,3a807478-bc3f-4f86-8a05-f0c797e70b8d,sample-MSKCC_P0002_T1_ND-65a
aliquot,753922a0-dfdd-4da2-9929-e2941ae89c58,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-65b,Vial,Clinical,0,336,Frozen,-80,1,3,,,08e82213-9682-4945-980e-6d9877dd4cd8,sample-MSKCC_P0002_T1_ND-65b
aliquot,950d50f3-6c03-40a8-9a08-a32375d10e03,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-66a,Vial,Clinical,0,336,Frozen,-80,,,,,dbf942f1-7975-44f3-8a40-0d2f7f639a88,sample-MSKCC_P0002_T1_ND-66a
aliquot,6e48bdcd-86cc-4b0a-a30d-ce9b2232f26d,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-162a,Vial,Clinical,0,336,Frozen,-80,,,,,46b01117-42b3-4ebd-99cf-1759a30283ef,sample-MSKCC_P0002_T1_ND-162a
aliquot,975672cf-663f-4112-8e99-22f05fcf7bb7,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-66b,Vial,Clinical,0,336,Frozen,-80,1,3,,,35ed4d8c-62b0-43e2-984c-5bd47b8bc189,sample-MSKCC_P0002_T1_ND-66b
aliquot,e7802214-57cf-457e-a584-467ea43c0123,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-67a,Vial,Clinical,0,336,Frozen,-80,1,6,,,1d3452d0-a4b3-43b4-9dc5-0d7fae68e009,sample-MSKCC_P0002_T1_ND-67a
aliquot,86b04722-795f-47ad-b49a-c41288b98c02,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-68a,Vial,Clinical,0,336,Frozen,-80,,,,,3ec5eabf-77a3-460b-b7c6-f4b49a6c42d2,sample-MSKCC_P0002_T1_ND-68a
aliquot,4c916a16-b145-4f70-88f6-3e72a9bee4f2,bpa-MSKCC_P0002_T1,aliquot-MSKCC_P0002_T1_ND-68b,Vial,Clinical,0,336,Frozen,-80,1,3,,,004ab490-98b6-4936-bef0-bcf243b4bdce,sample-MSKCC_P0002_T1_ND-68b
